load_job,C-chunk5ms,128,1931861,1932035,1932205,1932205
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
imu_interval_task,C-chunk5ms,256,418595,840000,1261319,1261319
action_latency,C-chunk5ms,128,759,769,420736,420753
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
load_job,C-chunk5ms,128,1931870,1932035,1932205,1932205
imu_interval_task,C-chunk5ms,256,418597,840000,1261319,1261319
imu_interval_task,C-chunk5ms,256,418594,840000,1261319,1261319
action_latency,C-chunk5ms,128,759,769,420736,420736
imu_interval_task,D-chunk1ms,256,418605,840000,1177143,1261319
imu_interval_task,D-chunk1ms,256,754583,840000,925333,925333
action_latency,D-chunk1ms,128,769,1190,84730,84730
imu_interval_task,D-chunk1ms,256,754574,840000,925333,925333
load_job,D-chunk1ms,128,3275887,3276058,3276227,3276236
imu_interval_task,D-chunk1ms,256,754583,840000,925333,925333
imu_interval_task,D-chunk1ms,256,754583,840000,925333,925333
action_latency,D-chunk1ms,128,769,1190,84730,84737
load_job,D-chunk1ms,128,3275864,3276058,3276227,3276227
imu_interval_task,D-chunk1ms,256,754583,840000,925333,925347
imu_interval_task,D-chunk1ms,256,754583,840000,925333,925333
action_latency,D-chunk1ms,128,769,1190,84730,84730
imu_interval_task,D-chunk1ms,256,754574,840000,925333,925333
load_job,D-chunk1ms,128,3275887,3276058,3276227,3276236
imu_interval_task,D-chunk1ms,256,754583,840000,925333,925333
imu_interval_task,D-chunk1ms,256,754583,840000,925333,925333
action_latency,D-chunk1ms,128,754,1190,84730,84730
imu_interval_task,L0-noload,256,754583,840000,925285,925333
imu_interval_task,L0-noload,256,839820,840000,840180,840180
imu_interval_task,L0-noload,256,839820,840000,840180,840180
action_latency,L0-noload,128,769,769,1257,1257
imu_interval_task,L0-noload,256,839820,840000,840180,840180
imu_interval_task,L0-noload,256,839820,840000,840180,840180
action_latency,L0-noload,128,759,769,1257,1257
imu_interval_task,L0-noload,256,839820,840000,840180,840180
imu_interval_task,L0-noload,256,839820,840000,840180,840180
imu_interval_task,L0-noload,256,839820,840000,840180,840180
action_latency,L0-noload,128,769,769,1257,1257
imu_interval_task,L0-noload,256,839806,840000,840180,840194
imu_interval_task,L0-noload,256,839820,840000,840180,840180
action_latency,L0-noload,128,761,769,1257,1257
imu_interval_task,A-mono,256,839804,840000,840180,840180
imu_interval_task,A-mono,256,839800,840000,840180,840180
imu_interval_task,A-mono,256,839800,840000,840180,840196
inference_cycles,A-mono,128,59918,59940,1025224,1156980
infer_decide_latency,A-mono,128,62146,62174,3409659,3411436
action_latency,A-mono,128,757,769,1475,1475
load_job,A-mono,128,1680096,1680127,3208158,5165267
imu_interval_task,A-mono,256,839800,840000,840180,840180
imu_interval_task,A-mono,256,839800,840000,840180,840180
imu_interval_task,A-mono,256,839800,840000,840180,840180
action_latency,A-mono,128,757,769,1475,1475
load_job,A-mono,128,1680096,1680127,1804607,2804314
imu_interval_task,A-mono,256,839800,840000,840180,840180
imu_interval_task,A-mono,256,839800,840000,840180,840180
action_latency,A-mono,128,757,769,1475,1475
imu_interval_task,A-mono,256,839790,840000,840180,840180
load_job,A-mono,128,1680096,1680126,2679382,4148569
imu_interval_task,A-mono,256,839800,840000,840180,840180
imu_interval_task,A-mono,256,839800,840000,840180,840180
action_latency,A-mono,128,757,769,1472,1475
imu_interval_task,B-mono,256,131770,840000,2521463,2522291
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
action_latency,B-mono,128,754,769,1680755,1680755
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
load_job,B-mono,128,1680096,1680112,1680125,1680125
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
action_latency,B-mono,128,769,769,1680755,1680782
load_job,B-mono,128,1680096,1680112,1680125,1680125
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
action_latency,B-mono,128,754,769,1680755,1680755
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
load_job,B-mono,128,1680096,1680112,1680125,1680125
imu_interval_task,B-mono,256,131770,840000,2522278,2522859
imu_interval_task,B-mono,256,131770,840000,2521463,2522280
action_latency,B-mono,128,769,769,1680755,1680755
imu_interval_task,C-chunk5ms,256,131770,840000,2437289,2522278
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
imu_interval_task,C-chunk5ms,256,418587,840000,1261319,1261319
action_latency,C-chunk5ms,128,754,769,420736,420736
load_job,C-chunk5ms,128,1931870,1932035,1932205,1932213
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261334
action_latency,C-chunk5ms,128,759,769,420736,420736
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
load_job,C-chunk5ms,128,1931853,1932035,1932205,1932205
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
action_latency,C-chunk5ms,128,759,769,420736,420736
load_job,C-chunk5ms,128,1931870,1932035,1932205,1932205
imu_interval_task,C-chunk5ms,256,418595,840000,1261319,1261319
imu_interval_task,C-chunk5ms,256,418605,840000,1261319,1261319
